sec, nsec, Tc(0 0), Tt(0 0), Tc(1 0), Tt(1 0), Tc(2 0), Tt(2 0), Tc(0 1), Tt(0 1), Tc(1 1), Tt(1 1), Tc(2 1), Tt(2 1), Tc(0 2), Tt(0 2), Tc(1 2), Tt(1 2), Tc(2 2), Tt(2 2), Tc(0 3), Tt(0 3), Tc(1 3), Tt(1 3), Tc(2 3), Tt(2 3), q1, q1d, q2, q2d, q3, q3d, q4, q4d, q5, q5d, q6, q6d, q7, q7d,
1650970895, 567697975,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 569335650,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 571052151,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 572687601,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 574320586,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 576050576,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 577800949,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 579721963,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 581375522,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 583153108,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 584900937,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 586570440,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 588157512,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 589946448,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 591592114,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 593343548,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 595059531,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 596724866,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 598778761,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 600415717,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 602055980,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 603640916,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 605322919,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 607061871,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 608759929,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 610504940,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 612359797,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 614118621,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 616127542,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 617697496,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 619269205,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 620951803,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 622591973,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 624133609,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 625866072,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 627502456,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 629274191,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 630995444,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 632682887,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 634515175,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 636233219,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 637865042,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 639498287,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 641195678,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 642843831,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 644483690,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 646114457,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
1650970895, 647799858,0.7108, 0.7108,0.7034, 0.7034,-0.0011, -0.0011,0.7033, 0.7033,-0.7106, -0.7106,0.0211, 0.0211,0.0140, 0.0140,-0.0158, -0.0158,-0.9998, -0.9998,-301.1614, -301.1614,61.3448, 61.3448,-114.1805, -114.1805,-0.6892, -0.6705,-1.3561, -1.3639,91.3295, 91.3164,-0.0507, -0.0017,-0.0125, 0.1059,0.0341, 0.0052,0.0688, 0.0065,
