Test Date: 
day, month, year, hour, minute, second, milliseconds
26, 4, 2022, 10, 49 , 52 , 196 

Sample:,Hour,Minutes,Seconds,ms,Xa,Ya,Za,qoa,qxa,qya,qza,Xb,Yb,Zb,qob,qxb,qyb,qzb,Xc,Yc,Zc,qoc,qxc,qyc,qzc,Xd,Yd,Zd,qod,qxd,qyd,qzd
1, 10 , 49 , 52, 196,0, 0, 0, 0, 0, 0, 0, 
2, 10 , 49 , 52, 222,0, 0, 0, 0, 0, 0, 0, 
3, 10 , 49 , 52, 247,0, 0, 0, 0, 0, 0, 0, 
4, 10 , 49 , 52, 270,0, 0, 0, 0, 0, 0, 0, 
5, 10 , 49 , 52, 298,0, 0, 0, 0, 0, 0, 0, 
6, 10 , 49 , 52, 321,0, 0, 0, 0, 0, 0, 0, 
7, 10 , 49 , 52, 345,0, 0, 0, 0, 0, 0, 0, 
8, 10 , 49 , 52, 370,0, 0, 0, 0, 0, 0, 0, 
9, 10 , 49 , 52, 395,0, 0, 0, 0, 0, 0, 0, 
10, 10 , 49 , 52, 420,0, 0, 0, 0, 0, 0, 0, 
11, 10 , 49 , 52, 445,0, 0, 0, 0, 0, 0, 0, 
12, 10 , 49 , 52, 471,53.6300 , 141.6400 , -294.2300, 0.6676 , -0.6884 , -0.0033, 0.2832, 
13, 10 , 49 , 52, 497,53.5800 , 141.6500 , -294.1200, 0.6675 , -0.6883 , -0.0031, 0.2836, 
14, 10 , 49 , 52, 522,53.6900 , 141.6400 , -294.3000, 0.6674 , -0.6885 , -0.0029, 0.2836, 
15, 10 , 49 , 52, 548,53.7200 , 141.6200 , -294.3000, 0.6674 , -0.6885 , -0.0027, 0.2835, 
16, 10 , 49 , 52, 573,53.5800 , 141.6000 , -294.1700, 0.6673 , -0.6884 , -0.0027, 0.2839, 
17, 10 , 49 , 52, 599,53.6500 , 141.7100 , -294.2100, 0.6675 , -0.6883 , -0.0030, 0.2836, 
18, 10 , 49 , 52, 624,53.7500 , 141.7100 , -294.2600, 0.6675 , -0.6884 , -0.0028, 0.2836, 
19, 10 , 49 , 52, 649,53.7400 , 141.6700 , -294.2800, 0.6672 , -0.6885 , -0.0022, 0.2841, 
20, 10 , 49 , 52, 674,53.6100 , 141.6600 , -294.1900, 0.6671 , -0.6884 , -0.0021, 0.2846, 
21, 10 , 49 , 52, 699,53.6800 , 141.7300 , -294.1800, 0.6672 , -0.6883 , -0.0022, 0.2845, 
22, 10 , 49 , 52, 724,53.7800 , 141.7100 , -294.2700, 0.6670 , -0.6884 , -0.0016, 0.2847, 
23, 10 , 49 , 52, 750,53.6700 , 141.6600 , -294.2000, 0.6670 , -0.6884 , -0.0017, 0.2847, 
24, 10 , 49 , 52, 776,53.5600 , 141.6400 , -294.1800, 0.6669 , -0.6884 , -0.0016, 0.2851, 
25, 10 , 49 , 52, 801,0, 0, 0, 0, 0, 0, 0, 
26, 10 , 49 , 52, 822,53.8000 , 141.7600 , -294.2600, 0.6673 , -0.6883 , -0.0021, 0.2842, 
27, 10 , 49 , 52, 847,53.7000 , 141.7000 , -294.2200, 0.6671 , -0.6883 , -0.0016, 0.2847, 
28, 10 , 49 , 52, 872,53.6100 , 141.6900 , -294.2700, 0.6670 , -0.6884 , -0.0020, 0.2847, 
29, 10 , 49 , 52, 898,53.7600 , 141.7600 , -294.3500, 0.6672 , -0.6884 , -0.0021, 0.2844, 
30, 10 , 49 , 52, 923,53.7900 , 141.8000 , -294.2800, 0.6675 , -0.6883 , -0.0023, 0.2839, 
31, 10 , 49 , 52, 949,53.6500 , 141.6600 , -294.1300, 0.6674 , -0.6883 , -0.0024, 0.2840, 
32, 10 , 49 , 52, 975,53.5600 , 141.6400 , -294.1800, 0.6672 , -0.6884 , -0.0026, 0.2842, 
33, 10 , 49 , 53, 0,0, 0, 0, 0, 0, 0, 0, 
34, 10 , 49 , 53, 22,53.7300 , 141.7400 , -294.1400, 0.6678 , -0.6883 , -0.0034, 0.2830, 
35, 10 , 49 , 53, 47,53.6000 , 141.6500 , -294.0400, 0.6674 , -0.6883 , -0.0025, 0.2840, 
36, 10 , 49 , 53, 72,53.5800 , 141.6500 , -294.2100, 0.6672 , -0.6884 , -0.0026, 0.2841, 
37, 10 , 49 , 53, 97,0, 0, 0, 0, 0, 0, 0, 
38, 10 , 49 , 53, 118,53.7200 , 141.6700 , -294.1500, 0.6675 , -0.6884 , -0.0027, 0.2836, 
39, 10 , 49 , 53, 147,53.5600 , 141.5400 , -294.0000, 0.6672 , -0.6884 , -0.0024, 0.2842, 
40, 10 , 49 , 53, 180,0, 0, 0, 0, 0, 0, 0, 
41, 10 , 49 , 53, 202,0, 0, 0, 0, 0, 0, 0, 
42, 10 , 49 , 53, 223,0, 0, 0, 0, 0, 0, 0, 
43, 10 , 49 , 53, 245,0, 0, 0, 0, 0, 0, 0, 
44, 10 , 49 , 53, 269,0, 0, 0, 0, 0, 0, 0, 
45, 10 , 49 , 53, 294,0, 0, 0, 0, 0, 0, 0, 
46, 10 , 49 , 53, 318,0, 0, 0, 0, 0, 0, 0, 
47, 10 , 49 , 53, 344,0, 0, 0, 0, 0, 0, 0, 
48, 10 , 49 , 53, 369,0, 0, 0, 0, 0, 0, 0, 
49, 10 , 49 , 53, 395,0, 0, 0, 0, 0, 0, 0, 
50, 10 , 49 , 53, 420,0, 0, 0, 0, 0, 0, 0, 
51, 10 , 49 , 53, 444,53.6600 , 141.6100 , -294.1500, 0.6675 , -0.6884 , -0.0031, 0.2835, 
52, 10 , 49 , 53, 472,53.7100 , 141.5800 , -294.2300, 0.6674 , -0.6886 , -0.0033, 0.2833, 
53, 10 , 49 , 53, 498,0, 0, 0, 0, 0, 0, 0, 
54, 10 , 49 , 53, 520,53.6300 , 141.6200 , -294.1900, 0.6672 , -0.6884 , -0.0025, 0.2841, 
55, 10 , 49 , 53, 546,53.6200 , 141.5900 , -294.1500, 0.6674 , -0.6884 , -0.0031, 0.2837, 
56, 10 , 49 , 53, 571,53.7400 , 141.6200 , -294.3300, 0.6673 , -0.6885 , -0.0029, 0.2836, 
57, 10 , 49 , 53, 596,53.6800 , 141.6300 , -294.3600, 0.6673 , -0.6885 , -0.0026, 0.2838, 
58, 10 , 49 , 53, 626,53.6600 , 141.6100 , -294.2700, 0.6675 , -0.6885 , -0.0031, 0.2834, 
59, 10 , 49 , 53, 652,53.6600 , 141.5600 , -294.1800, 0.6673 , -0.6885 , -0.0026, 0.2839, 
60, 10 , 49 , 53, 681,53.7800 , 141.5800 , -294.2700, 0.6672 , -0.6886 , -0.0026, 0.2838, 
61, 10 , 49 , 53, 706,53.7500 , 141.5600 , -294.2700, 0.6672 , -0.6886 , -0.0026, 0.2837, 
